# ###########
# [default parameters]
#   OrderedDict([('NL', '10'), ('NR', '10'), ('GNL', '1e-4'), ('GNR', '1e-4'), ('GS', '1.'), ('wL', '5.'), ('wR', '3.'), ('lambdaL', '0.05'), ('lambdaR', '0.05'), ('QL', '1e5'), ('QR', '1e5'), ('TOscL', '5.'), ('TOscR', '5.'), ('TelL', '0.'), ('TelR', '0.'), ('muL', '-1e3'), ('muR', '-1e3'), ('ham', 'chargevib')])
# [assignments]
#   OrderedDict([('eLu', 'x'), ('eLd', 'x'), ('eRu', 'x'), ('eRd', 'x')])
# [variables]
#   ['x']
# [columns]
#   ['x', 'IL', 'IR', 'IphL', 'IphR', 'nOscL', 'nOscR', 'nElL', 'nElR', 'dotEOscL', 'dotEOscR', 'dotEelL', 'dotEelR', 'eta', 'commL', 'commR']
# ###########
# 
7.037600e-01 2.522050e-05 2.522050e-05 -7.441645e-08 1.673832e-07 5.800608e-01 1.191315e+00 2.522050e-01 2.522050e-01 -3.709447e-07 7.420837e-08 1.366690e-07 1.600674e-07 8.825224e-06 9.992271e-01 9.787320e-01
7.038400e-01 2.522510e-05 2.522510e-05 -8.891040e-08 2.163528e-07 5.797677e-01 1.191618e+00 2.522510e-01 2.522510e-01 -4.442853e-07 1.265583e-07 1.471701e-07 1.705569e-07 1.131499e-05 9.992276e-01 9.785030e-01
7.039200e-01 2.523110e-05 2.523110e-05 -9.803333e-08 2.628943e-07 5.795813e-01 1.191672e+00 2.523110e-01 2.523110e-01 -4.909679e-07 1.483546e-07 1.596261e-07 1.829872e-07 1.266934e-05 9.992281e-01 9.783482e-01
7.040000e-01 2.523861e-05 2.523861e-05 -1.039715e-07 3.111853e-07 5.794575e-01 1.191455e+00 2.523861e-01 2.523861e-01 -5.219400e-07 1.501994e-07 1.742095e-07 1.975311e-07 1.331570e-05 9.992282e-01 9.781529e-01
7.040800e-01 2.524791e-05 2.524791e-05 -1.140907e-07 3.732064e-07 5.792493e-01 1.191510e+00 2.524791e-01 2.524791e-01 -5.740315e-07 1.680928e-07 1.913285e-07 2.146103e-07 1.469675e-05 9.992285e-01 9.780346e-01
7.041600e-01 2.525935e-05 2.525935e-05 -1.600931e-07 4.987238e-07 5.783245e-01 1.192906e+00 2.525935e-01 2.525935e-01 -8.056853e-07 3.594769e-07 2.114647e-07 2.347436e-07 2.306398e-05 9.992315e-01 9.774343e-01
7.042400e-01 2.527186e-05 2.527186e-05 -1.747508e-07 5.610748e-07 5.780257e-01 1.192887e+00 2.527186e-01 2.527186e-01 -8.803835e-07 3.909639e-07 2.330973e-07 2.563224e-07 2.515342e-05 9.992315e-01 9.771306e-01
7.043200e-01 2.528479e-05 2.528479e-05 -1.841803e-07 5.793165e-07 5.778352e-01 1.192590e+00 2.528479e-01 2.528479e-01 -9.280980e-07 3.943182e-07 2.553097e-07 2.784701e-07 2.615043e-05 9.992320e-01 9.768562e-01
7.044000e-01 2.529652e-05 2.529652e-05 -1.793687e-07 5.025092e-07 5.779362e-01 1.191734e+00 2.529652e-01 2.529652e-01 -9.028547e-07 3.281061e-07 2.758335e-07 2.989151e-07 2.433063e-05 9.992320e-01 9.767569e-01
7.044800e-01 2.530515e-05 2.530515e-05 -2.370493e-07 4.359019e-07 5.767987e-01 1.193860e+00 2.530515e-01 2.530515e-01 -1.187725e-06 5.805883e-07 2.920137e-07 3.151234e-07 3.493980e-05 9.992356e-01 9.761989e-01
7.045600e-01 2.530649e-05 2.530649e-05 -1.834443e-07 1.231082e-07 5.778894e-01 1.190937e+00 2.530649e-01 2.530649e-01 -9.145363e-07 2.957684e-07 2.978801e-07 3.208877e-07 2.391293e-05 9.992319e-01 9.763967e-01
7.046400e-01 2.530259e-05 2.530259e-05 -2.188863e-07 -1.755762e-08 5.772002e-01 1.192907e+00 2.530259e-01 2.530259e-01 -1.087051e-06 4.711376e-07 2.964189e-07 3.194943e-07 3.079108e-05 9.992335e-01 9.764148e-01
7.047200e-01 2.529364e-05 2.529364e-05 -1.906017e-07 -1.818761e-07 5.777765e-01 1.192063e+00 2.529364e-01 2.529364e-01 -9.428395e-07 3.441414e-07 2.878116e-07 3.108865e-07 2.544080e-05 9.992325e-01 9.768809e-01
7.048000e-01 2.528193e-05 2.528193e-05 -2.119111e-07 -1.833119e-07 5.773550e-01 1.193313e+00 2.528193e-01 2.528193e-01 -1.048500e-06 4.746563e-07 2.753438e-07 2.985001e-07 3.012342e-05 9.992345e-01 9.767169e-01
7.048800e-01 2.526872e-05 2.526872e-05 -1.766705e-07 -2.253943e-07 5.780575e-01 1.192305e+00 2.526872e-01 2.526872e-01 -8.727010e-07 3.280526e-07 2.607401e-07 2.839083e-07 2.375968e-05 9.992334e-01 9.772269e-01
7.049600e-01 2.525592e-05 2.525592e-05 -1.558337e-07 -2.211461e-07 5.784705e-01 1.191788e+00 2.525592e-01 2.525592e-01 -7.694929e-07 2.528616e-07 2.467173e-07 2.699140e-07 2.023990e-05 9.992336e-01 9.774889e-01
7.050400e-01 2.524389e-05 2.524389e-05 -1.678692e-07 -1.549110e-07 5.782253e-01 1.192821e+00 2.524389e-01 2.524389e-01 -8.308613e-07 3.399871e-07 2.338014e-07 2.570728e-07 2.319072e-05 9.992342e-01 9.775428e-01
7.051200e-01 2.523335e-05 2.523335e-05 -1.810020e-07 -8.924326e-08 5.779595e-01 1.193862e+00 2.523335e-01 2.523335e-01 -8.977183e-07 4.284209e-07 2.229786e-07 2.463188e-07 2.627750e-05 9.992370e-01 9.775902e-01
7.052000e-01 2.522327e-05 2.522327e-05 -1.454005e-07 -1.061108e-07 5.786647e-01 1.192636e+00 2.522327e-01 2.522327e-01 -7.209147e-07 2.720285e-07 2.127756e-07 2.361107e-07 1.968308e-05 9.992336e-01 9.780112e-01
7.052800e-01 2.521476e-05 2.521476e-05 -1.296961e-07 -9.689444e-08 5.789744e-01 1.192176e+00 2.521476e-01 2.521476e-01 -6.434923e-07 2.105521e-07 2.047953e-07 2.281449e-07 1.693541e-05 9.992336e-01 9.781946e-01
7.053600e-01 2.520743e-05 2.520743e-05 -1.354374e-07 -5.768354e-08 5.788557e-01 1.192807e+00 2.520743e-01 2.520743e-01 -6.732214e-07 2.528383e-07 1.984952e-07 2.218878e-07 1.836879e-05 9.992340e-01 9.783275e-01
7.054400e-01 2.520111e-05 2.520111e-05 -1.289787e-07 -4.370963e-08 5.789813e-01 1.192669e+00 2.520111e-01 2.520111e-01 -6.418971e-07 2.312647e-07 1.936115e-07 2.170210e-07 1.732387e-05 9.992345e-01 9.784105e-01
7.055200e-01 2.519578e-05 2.519578e-05 -1.388158e-07 -7.097785e-09 5.787816e-01 1.193375e+00 2.519578e-01 2.519578e-01 -6.920099e-07 2.883118e-07 1.901250e-07 2.135731e-07 1.945408e-05 9.992358e-01 9.784703e-01
7.056000e-01 2.519113e-05 2.519113e-05 -1.280862e-07 -7.908568e-09 5.789918e-01 1.193024e+00 2.519113e-01 2.519113e-01 -6.392843e-07 2.406632e-07 1.875847e-07 2.110364e-07 1.746542e-05 9.992347e-01 9.786167e-01
7.056800e-01 2.518738e-05 2.518738e-05 -1.353733e-07 1.775840e-08 5.788429e-01 1.193514e+00 2.518738e-01 2.518738e-01 -6.766361e-07 2.805133e-07 1.863222e-07 2.098006e-07 1.900058e-05 9.992356e-01 9.786555e-01
7.057600e-01 2.518427e-05 2.518427e-05 -1.238536e-07 9.698528e-09 5.790690e-01 1.193091e+00 2.518427e-01 2.518427e-01 -6.199828e-07 2.246008e-07 1.859540e-07 2.094280e-07 1.676808e-05 9.992347e-01 9.788191e-01
7.058400e-01 2.518190e-05 2.518190e-05 -1.291177e-07 2.715712e-08 5.789600e-01 1.193413e+00 2.518190e-01 2.518190e-01 -6.472840e-07 2.505336e-07 1.866297e-07 2.101207e-07 1.782665e-05 9.992351e-01 9.788466e-01
7.059200e-01 2.518018e-05 2.518018e-05 -1.313651e-07 3.766150e-08 5.789113e-01 1.193576e+00 2.518018e-01 2.518018e-01 -6.595636e-07 2.595878e-07 1.882376e-07 2.117383e-07 1.825148e-05 9.992358e-01 9.788979e-01
7.060000e-01 2.517912e-05 2.517912e-05 -1.342042e-07 4.747445e-08 5.788504e-01 1.193724e+00 2.517912e-01 2.517912e-01 -6.748834e-07 2.698533e-07 1.907610e-07 2.142692e-07 1.876032e-05 9.992365e-01 9.789262e-01
7.060800e-01 2.517868e-05 2.517868e-05 -1.329272e-07 4.903615e-08 5.788710e-01 1.193685e+00 2.517868e-01 2.517868e-01 -6.697305e-07 2.578930e-07 1.941650e-07 2.176725e-07 1.842081e-05 9.992364e-01 9.790027e-01
7.061600e-01 2.517893e-05 2.517893e-05 -1.452406e-07 7.187085e-08 5.786198e-01 1.194249e+00 2.517893e-01 2.517893e-01 -7.326553e-07 3.120582e-07 1.985364e-07 2.220607e-07 2.074579e-05 9.992374e-01 9.789720e-01
7.062400e-01 2.517987e-05 2.517987e-05 -1.531031e-07 8.612676e-08 5.784569e-01 1.194596e+00 2.517987e-01 2.517987e-01 -7.734879e-07 3.421861e-07 2.038849e-07 2.274168e-07 2.215409e-05 9.992381e-01 9.789817e-01
7.063200e-01 2.518154e-05 2.518154e-05 -1.516876e-07 8.388121e-08 5.784784e-01 1.194488e+00 2.518154e-01 2.518154e-01 -7.681316e-07 3.240922e-07 2.102581e-07 2.337812e-07 2.168700e-05 9.992382e-01 9.790586e-01
7.064000e-01 2.518402e-05 2.518402e-05 -1.582398e-07 9.382410e-08 5.783399e-01 1.194766e+00 2.518402e-01 2.518402e-01 -8.028494e-07 3.437381e-07 2.177937e-07 2.413176e-07 2.276418e-05 9.992388e-01 9.791073e-01
7.064800e-01 2.518740e-05 2.518740e-05 -1.727540e-07 1.160004e-07 5.780415e-01 1.195337e+00 2.518740e-01 2.518740e-01 -8.776661e-07 4.009568e-07 2.265884e-07 2.501209e-07 2.538219e-05 9.992404e-01 9.790545e-01
7.065600e-01 2.519177e-05 2.519177e-05 -1.824052e-07 1.290897e-07 5.778384e-01 1.195692e+00 2.519177e-01 2.519177e-01 -9.285277e-07 4.314303e-07 2.367831e-07 2.603142e-07 2.699210e-05 9.992410e-01 9.790676e-01
7.066400e-01 2.519730e-05 2.519730e-05 -1.873983e-07 1.333737e-07 5.777269e-01 1.195794e+00 2.519730e-01 2.519730e-01 -9.565426e-07 4.358253e-07 2.485992e-07 2.721181e-07 2.762931e-05 9.992419e-01 9.791117e-01
7.067200e-01 2.520413e-05 2.520413e-05 -2.090207e-07 1.642385e-07 5.772812e-01 1.196683e+00 2.520413e-01 2.520413e-01 -1.068241e-06 5.201740e-07 2.622692e-07 2.857974e-07 3.151100e-05 9.992438e-01 9.790718e-01
7.068000e-01 2.521250e-05 2.521250e-05 -2.153719e-07 1.685204e-07 5.771372e-01 1.196774e+00 2.521250e-01 2.521250e-01 -1.104280e-06 5.245480e-07 2.781116e-07 3.016208e-07 3.230200e-05 9.992441e-01 9.791067e-01
7.068800e-01 2.522270e-05 2.522270e-05 -2.395760e-07 2.011951e-07 5.766339e-01 1.197739e+00 2.522270e-01 2.522270e-01 -1.230438e-06 6.138373e-07 2.965441e-07 3.200567e-07 3.655983e-05 9.992464e-01 9.790845e-01
